espn_team_id,name,nickname,abbreviation,logo,display_name,short_display_name
441675,Sri Lanka Cricket Combined Women,Sri Lanka Cricket Combined Women,,,Sri Lanka Cricket Combined Women,
815929,Dolphins Cubs,Dolphins Cubs,DolCb,,Dolphins Cubs,DolCb
1971,Northern India,Northern India,,,Northern India,
1298093,Asia Lions,Asia Lions,AL,https://a.espncdn.com/i/teamlogos/cricket/500/1298093.png,Asia Lions,AL
3790,Trinidad & Tobago,Trinidad & Tobago,T&T,https://a.espncdn.com/i/teamlogos/cricket/500/3790.png,Trinidad & Tobago,T&T
1238371,Kandy Falcons,Kandy Falcons,KAF,https://a.espncdn.com/i/teamlogos/cricket/500/1238371.png,Kandy Falcons,KAF
594746,Norfolk Women,Norfolk Women,NorWm,,Norfolk Women,NorWm
833,British Universities,British Universities,,,British Universities,
344710,ICL India XI,ICL India XI,,,ICL India XI,
3696,Players of United States of America,Players of United States of America,,,Players of United States of America,
1071,Hertfordshire,Hertfordshire,Herts,,Hertfordshire,Herts
1839,Jawans Cricket Club,Jawans Cricket Club,,,Jawans Cricket Club,
2044,Rajasthan Under-14s,Rajasthan Under-14s,,https://a.espncdn.com/i/teamlogos/cricket/500/2044.png,Rajasthan Under-14s,
922389,Combined Girls Schools,Combined Girls Schools,COMGS,,Combined Girls Schools,COMGS
1228924,Typhoons Women,Typhoons Women,TW,https://a.espncdn.com/i/teamlogos/cricket/500/1228924.png,Typhoons Women,TW
2857,Lahore Region Blues,Lahore Region Blues,LAHB,https://a.espncdn.com/i/teamlogos/cricket/500/2857.png,Lahore Region Blues,LAHB
479,Queanbeyan,Queanbeyan,,,Queanbeyan,
238534,Abbottabad Falcons,Abbottabad Falcons,Falcn,,Abbottabad Falcons,Falcn
742065,South Holland Seafarers,South Holland Seafarers,SEAFA,,South Holland Seafarers,SEAFA
2057,Rizvi Mumbai,Rizvi Mumbai,RIZVI,,Rizvi Mumbai,RIZVI
2871,Larkana Region,Larkana Region,LAR,https://a.espncdn.com/i/teamlogos/cricket/500/2871.png,Larkana Region,LAR
1803,India Under-19s,India Under-19s,IND19,https://a.espncdn.com/i/teamlogos/cricket/500/1803.png,India Under-19s,IND19
3763,Leeward Islands Under-19s,Leeward Islands Under-19s,Lee19,,Leeward Islands Under-19s,Lee19
1118113,Bengaluru Blasters,Bengaluru Blasters,BEB,https://a.espncdn.com/i/teamlogos/cricket/500/1118113.png,Bengaluru Blasters,BEB
1124792,New Zealand Select,New Zealand Select,NZ-SL,,New Zealand Select,NZ-SL
2151,Tripura Under-16s,Tripura Under-16s,,,Tripura Under-16s,
303,Footscray,Footscray,,,Footscray,
673,Bangladesh Under-23s,Bangladesh Under-23s,BD23,,Bangladesh Under-23s,BD23
2985,Pakistan Cricket Board Reds,Pakistan Cricket Board Reds,PCB R,,Pakistan Cricket Board Reds,PCB R
371,Nightcliff,Nightcliff,,,Nightcliff,
1336153,Indonesia Women Under-19s,Indonesia Women Under-19s,INA-W,https://a.espncdn.com/i/teamlogos/cricket/500/1336153.png,Indonesia Women Under-19s,INA-W
1358,Surrey,Surrey,SUR,https://a.espncdn.com/i/teamlogos/cricket/500/1358.png,Surrey,SUR
2455,VRA Women,VRA Women,,,VRA Women,
433,Northern Territory Cricket Association Invitation XI,Northern Territory Cricket Association Invitation XI,,,Northern Territory Cricket Association Invitation XI,
1376,Sussex Martlets,Sussex Martlets,,,Sussex Martlets,
1364718,Chandigarh Champs,Chandigarh Champs,CHC,,Chandigarh Champs,CHC
437766,China Under-17s,China Under-17s,,,China Under-17s,
344712,ICL World XI,ICL World XI,,,ICL World XI,
2936,Pakistan Automobiles Corporation,Pakistan Automobiles Corporation,,,Pakistan Automobiles Corporation,
1863,Kerala Under-14s,Kerala Under-14s,,,Kerala Under-14s,
1140943,UAE Blues,UAE Blues,BLUES,,UAE Blues,BLUES
388447,Auckland Second XI,Auckland Second XI,,,Auckland Second XI,
985,Essex 2nd XI,Essex 2nd XI,ES2XI,,Essex 2nd XI,ES2XI
514780,Ruhuna Royals,Ruhuna Royals,RRyls,,Ruhuna Royals,RRyls
1098943,Central Development Region,Central Development Region,CDR,,Central Development Region,CDR
424008,Mountaineers,Mountaineers,MOUNT,https://a.espncdn.com/i/teamlogos/cricket/500/424008.png,Mountaineers,MOUNT
514777,Basnahira Cricket Dundee,Basnahira Cricket Dundee,BDund,,Basnahira Cricket Dundee,BDund
893183,Minas Gerais Cricket Club,Minas Gerais Cricket Club,MGCC,,Minas Gerais Cricket Club,MGCC
1203086,Kat Queens Kathmandu,Kat Queens Kathmandu,KQK,https://a.espncdn.com/i/teamlogos/cricket/500/1203086.png,Kat Queens Kathmandu,KQK
446790,Pakistan Under-21s,Pakistan Under-21s,Pak21,,Pakistan Under-21s,Pak21
1612,Mumbai Under-16s,Mumbai Under-16s,,,Mumbai Under-16s,
3560,Nomads Sports Club,Nomads Sports Club,,,Nomads Sports Club,
2134,TNCA President's XI,TNCA President's XI,,,TNCA President's XI,
640,West Torrens,West Torrens,,,West Torrens,
599860,Rangpur Riders,Rangpur Riders,RAR,https://a.espncdn.com/i/teamlogos/cricket/500/599860.png,Rangpur Riders,RAR
1309516,Northerns Women (Zimbabwe),Northerns Women (Zimbabwe),NOR-W,,Northerns Women (Zimbabwe),NOR-W
1251553,New Zealand XI Women,New Zealand XI Women,NW-XI,https://a.espncdn.com/i/teamlogos/cricket/500/1251553.png,New Zealand XI Women,NW-XI
430678,Bangladesh Krira Shikkha Protisthan,Bangladesh Krira Shikkha Protisthan,BKSP,,Bangladesh Krira Shikkha Protisthan,BKSP
3766,Montserrat,Montserrat,MONTS,,Montserrat,MONTS
303810,Belgium Under-17s,Belgium Under-17s,,https://a.espncdn.com/i/teamlogos/cricket/500/303810.png,Belgium Under-17s,
80,Finland,Finland,FIN,https://a.espncdn.com/i/teamlogos/cricket/500/80.png,Finland,FIN
789647,Speen Ghar Region,Speen Ghar Region,SGR,https://a.espncdn.com/i/teamlogos/cricket/500/789647.png,Speen Ghar Region,SGR
1034441,Yorkshire Diamonds,Yorkshire Diamonds,YD,,Yorkshire Diamonds,YD
509486,Somerset Under-15s,Somerset Under-15s,,,Somerset Under-15s,
299093,Zimbabwe Provinces,Zimbabwe Provinces,,,Zimbabwe Provinces,
3780,Shell Cricket Academy Invitation XI,Shell Cricket Academy Invitation XI,,,Shell Cricket Academy Invitation XI,
1098,Kent,Kent,KENT,https://a.espncdn.com/i/teamlogos/cricket/500/1098.png,Kent,KENT
474657,Lancashire Under-14s,Lancashire Under-14s,,,Lancashire Under-14s,
1459,Worcestershire 2nd XI,Worcestershire 2nd XI,Wo2XI,,Worcestershire 2nd XI,Wo2XI
651,Austria Under-17s,Austria Under-17s,,https://a.espncdn.com/i/teamlogos/cricket/500/651.png,Austria Under-17s,
3493,Bloomfield Cricket and Athletic Club,Bloomfield Cricket and Athletic Club,BLOOM,https://a.espncdn.com/i/teamlogos/cricket/500/3493.png,Bloomfield Cricket and Athletic Club,BLOOM
316592,Hyderabad Heroes,Hyderabad Heroes,HydHr,,Hyderabad Heroes,HydHr
1238372,Colombo Strikers,Colombo Strikers,CLS,https://a.espncdn.com/i/teamlogos/cricket/500/1238372.png,Colombo Strikers,CLS
1013,Gentlemen,Gentlemen,,,Gentlemen,
934450,Hong Kong A,Hong Kong A,HKG A,https://a.espncdn.com/i/teamlogos/cricket/500/934450.png,Hong Kong A,HKG A
595177,Free State Under-13s,Free State Under-13s,FSU13,,Free State Under-13s,FSU13
94,International Wanderers,International Wanderers,,,International Wanderers,
1458,Worcestershire,Worcestershire,WORCS,https://a.espncdn.com/i/teamlogos/cricket/500/1458.png,Worcestershire,WORCS
435389,Unicorns,Unicorns,UNI,,Unicorns,UNI
679,Chittagong,Chittagong,CHA,https://a.espncdn.com/i/teamlogos/cricket/500/679.png,Chittagong,CHA
385944,South Africa Under-17s Invitation XI,South Africa Under-17s Invitation XI,SAU17,https://a.espncdn.com/i/teamlogos/cricket/500/385944.png,South Africa Under-17s Invitation XI,SAU17
3305,South Africa Academy,South Africa Academy,,,South Africa Academy,
960531,Vidarbha Women,Vidarbha Women,VB-W,https://a.espncdn.com/i/teamlogos/cricket/500/960531.png,Vidarbha Women,VB-W
1362790,Papua New Guinea XI,Papua New Guinea XI,PNGXI,,Papua New Guinea XI,PNGXI
2109,Southern Railway Sports Recreation Club,Southern Railway Sports Recreation Club,,,Southern Railway Sports Recreation Club,
1176980,Estonia XI,Estonia XI,ES-XI,https://a.espncdn.com/i/teamlogos/cricket/500/1176980.png,Estonia XI,ES-XI
222256,Lahore Ravi,Lahore Ravi,Ravi,,Lahore Ravi,Ravi
1135,Leicestershire Cricket Board,Leicestershire Cricket Board,,,Leicestershire Cricket Board,
364486,SC Joseph's XI,SC Joseph's XI,,,SC Joseph's XI,
7269,Polytechnic,Polytechnic,,,Polytechnic,
988873,Chittagong Division Under-14s,Chittagong Division Under-14s,ChU14,,Chittagong Division Under-14s,ChU14
1336141,India Women Under-19s,India Women Under-19s,IND-W,,India Women Under-19s,IND-W
1089685,Dhangadhi XI,Dhangadhi XI,DHANG,,Dhangadhi XI,DHANG
3811,West Indies Under-15s,West Indies Under-15s,,https://a.espncdn.com/i/teamlogos/cricket/500/3811.png,West Indies Under-15s,
777,Herning,Herning,,,Herning,
1697,Elite B,Elite B,,,Elite B,
1080375,Udaipur Mewar Royals,Udaipur Mewar Royals,UMR,,Udaipur Mewar Royals,UMR
1368815,Estonia Women,Estonia Women,EST-W,https://a.espncdn.com/i/teamlogos/cricket/500/1368815.png,Estonia Women,EST-W
769105,Central East Region,Central East Region,CER,,Central East Region,CER
594832,Western Province Under-15s,Western Province Under-15s,WpU15,,Western Province Under-15s,WpU15
3186,Combined Easterns-Northerns XI,Combined Easterns-Northerns XI,,,Combined Easterns-Northerns XI,
1522,Melbourne Cricket Club,Melbourne Cricket Club,MelbC,,Melbourne Cricket Club,MelbC
1047331,IDream Tiruppur Tamizhans,IDream Tiruppur Tamizhans,TT,https://a.espncdn.com/i/teamlogos/cricket/500/1047331.png,IDream Tiruppur Tamizhans,TT
973,England Under-23 Women,England Under-23 Women,,,England Under-23 Women,
557191,Central Province Women,Central Province Women,CPW,,Central Province Women,CPW
340366,Ahmedabad Rockets,Ahmedabad Rockets,AhRkt,,Ahmedabad Rockets,AhRkt
1812,India Women,India Women,IND-W,https://a.espncdn.com/i/teamlogos/cricket/500/1812.png,India Women,IND-W
934949,MAS Holdings-Active,MAS Holdings-Active,MASHA,,MAS Holdings-Active,MASHA
596,Victoria Under-17s,Victoria Under-17s,Vic,,Victoria Under-17s,Vic
2399,KZKC Women,KZKC Women,,,KZKC Women,
770,Denmark Under-13s,Denmark Under-13s,,,Denmark Under-13s,
3106,Sind Women,Sind Women,,,Sind Women,
3641,Wesley College,Wesley College,,,Wesley College,
517545,Durham Under-14s,Durham Under-14s,,,Durham Under-14s,
440801,India Green Women,India Green Women,INGW,,India Green Women,INGW
740,St David's County Cricket Club,St David's County Cricket Club,,,St David's County Cricket Club,
594839,Free State Under-15s,Free State Under-15s,FSU15,,Free State Under-15s,FSU15
3787,St Vincent and the Grenadines Women,St Vincent and the Grenadines Women,STWmn,,St Vincent and the Grenadines Women,STWmn
3168,Border,Border,BOR,https://a.espncdn.com/i/teamlogos/cricket/500/3168.png,Border,BOR
834,Brothers Christopherson,Brothers Christopherson,,,Brothers Christopherson,
1272108,Mirpur Royals,Mirpur Royals,MR,,Mirpur Royals,MR
273502,KwaZulu-Natal Invitation XI,KwaZulu-Natal Invitation XI,,,KwaZulu-Natal Invitation XI,
3217,Eastern Province Women,Eastern Province Women,EprWm,,Eastern Province Women,EprWm
480,Randwick-Petersham,Randwick-Petersham,,,Randwick-Petersham,
419,New South Wales Second XI Women,New South Wales Second XI Women,,,New South Wales Second XI Women,
452,Prime Minister's XI,Prime Minister's XI,PM-XI,https://a.espncdn.com/i/teamlogos/cricket/500/452.png,Prime Minister's XI,PM-XI
326960,NZCPA Masters XI,NZCPA Masters XI,,,NZCPA Masters XI,
645,Woodville,Woodville,,,Woodville,
2479,Canterbury Under-21s Women,Canterbury Under-21s Women,CU21W,,Canterbury Under-21s Women,CU21W
1203087,Chitwan Rhinos Women,Chitwan Rhinos Women,CRW,https://a.espncdn.com/i/teamlogos/cricket/500/1203087.png,Chitwan Rhinos Women,CRW
571,Tasmania Women,Tasmania Women,TAS-W,https://a.espncdn.com/i/teamlogos/cricket/500/571.png,Tasmania Women,TAS-W
598,Victoria Under-19s Women,Victoria Under-19s Women,,,Victoria Under-19s Women,
819097,Speenghar Cricket Club,Speenghar Cricket Club,SPEEN,,Speenghar Cricket Club,SPEEN
1358723,Royal Challengers Bengaluru Women,Royal Challengers Bengaluru Women,RCB-W,https://a.espncdn.com/i/teamlogos/cricket/500/1358723.png,Royal Challengers Bengaluru Women,RCB-W
857687,St Kitts and Nevis Patriots,St Kitts and Nevis Patriots,STKNP,https://a.espncdn.com/i/teamlogos/cricket/500/857687.png,St Kitts and Nevis Patriots,STKNP
3564,St. Peters College,St. Peters College,,,St. Peters College,
330593,Casey-South Melbourne,Casey-South Melbourne,CSM,,Casey-South Melbourne,CSM
695961,Sri Lanka A Emerging Players,Sri Lanka A Emerging Players,SLAEM,https://a.espncdn.com/i/teamlogos/cricket/500/695961.png,Sri Lanka A Emerging Players,SLAEM
6,India,India,IND,https://a.espncdn.com/i/teamlogos/cricket/500/6.png,India,IND
3265,Northerns,Northerns,NTHNS,,Northerns,NTHNS
1346029,Dubai Capitals,Dubai Capitals,DC,https://a.espncdn.com/i/teamlogos/cricket/500/1346029.png,Dubai Capitals,DC
1544,Andhra Under-16s,Andhra Under-16s,,,Andhra Under-16s,
718931,Trinidad & Tobago A,Trinidad & Tobago A,T&TA,,Trinidad & Tobago A,T&TA
302619,Japan Under-19s,Japan Under-19s,JPN19,https://a.espncdn.com/i/teamlogos/cricket/500/302619.png,Japan Under-19s,JPN19
498550,Paarl Boys High School,Paarl Boys High School,,,Paarl Boys High School,
415,New South Wales Under-19s Women,New South Wales Under-19s Women,,https://a.espncdn.com/i/teamlogos/cricket/500/415.png,New South Wales Under-19s Women,
2203,Western India,Western India,,,Western India,
1092323,Pamir Stars,Pamir Stars,PS,https://a.espncdn.com/i/teamlogos/cricket/500/1092323.png,Pamir Stars,PS
427427,Hyderabad Cricket Association Colts XI,Hyderabad Cricket Association Colts XI,,,Hyderabad Cricket Association Colts XI,
262445,Rajasthan Cricket Association XI,Rajasthan Cricket Association XI,RCaXI,https://a.espncdn.com/i/teamlogos/cricket/500/262445.png,Rajasthan Cricket Association XI,RCaXI
1722,Goa Under-22s,Goa Under-22s,,,Goa Under-22s,
514783,Wayamba United,Wayamba United,WyUtd,,Wayamba United,WyUtd
557193,Combined Province Women,Combined Province Women,CBPW,,Combined Province Women,CBPW
249911,Emeralds,Emeralds,Emera,,Emeralds,Emera
2480,Canterbury Women,Canterbury Women,CAN-W,https://a.espncdn.com/i/teamlogos/cricket/500/2480.png,Canterbury Women,CAN-W
2227,Ireland Under-13s,Ireland Under-13s,,,Ireland Under-13s,
594802,Northumberland Women,Northumberland Women,NthWm,,Northumberland Women,NthWm
1589,Jharkhand Under-19s,Jharkhand Under-19s,Jhk19,,Jharkhand Under-19s,Jhk19
2405,Netherlands Under-13s,Netherlands Under-13s,,,Netherlands Under-13s,
342154,Abu Dhabi XI,Abu Dhabi XI,,,Abu Dhabi XI,
927307,Bangladesh Cricket Board Under-17s,Bangladesh Cricket Board Under-17s,BCB17,,Bangladesh Cricket Board Under-17s,BCB17
308328,Botswana Under-19s,Botswana Under-19s,Bot19,https://a.espncdn.com/i/teamlogos/cricket/500/308328.png,Botswana Under-19s,Bot19
2955,Pakistan Navy,Pakistan Navy,,,Pakistan Navy,
3028,Pakistan Railways,Pakistan Railways,,,Pakistan Railways,
3474,West of Scotland,West of Scotland,,,West of Scotland,
819087,MECC Cricket Club,MECC Cricket Club,MECC,,MECC Cricket Club,MECC
789649,Amo Region,Amo Region,AMOR,https://a.espncdn.com/i/teamlogos/cricket/500/789649.png,Amo Region,AMOR
572344,Lasers Women,Lasers Women,LsrWm,,Lasers Women,LsrWm
626,Western Australia Under-19s,Western Australia Under-19s,WA19,,Western Australia Under-19s,WA19
323579,England Performance Programme,England Performance Programme,EPP,,England Performance Programme,EPP
1391377,Mah-e-Par Stars,Mah-e-Par Stars,MPS,https://a.espncdn.com/i/teamlogos/cricket/500/1391377.png,Mah-e-Par Stars,MPS
1047339,Dindigul Dragons,Dindigul Dragons,DD,https://a.espncdn.com/i/teamlogos/cricket/500/1047339.png,Dindigul Dragons,DD
197,Australian Capital Territory,Australian Capital Territory,ACT,https://a.espncdn.com/i/teamlogos/cricket/500/197.png,Australian Capital Territory,ACT
1802,India Under-17s,India Under-17s,,,India Under-17s,
218210,Costa Rica,Costa Rica,CRC,https://a.espncdn.com/i/teamlogos/cricket/500/218210.png,Costa Rica,CRC
1336148,Rwanda Women Under-19s,Rwanda Women Under-19s,RWA-W,https://a.espncdn.com/i/teamlogos/cricket/500/1336148.png,Rwanda Women Under-19s,RWA-W
1335274,Paarl Royals,Paarl Royals,PR,https://a.espncdn.com/i/teamlogos/cricket/500/1335274.png,Paarl Royals,PR
344711,ICL Pakistan XI,ICL Pakistan XI,,,ICL Pakistan XI,
1608,Bombay Pilgrims,Bombay Pilgrims,,,Bombay Pilgrims,
1313190,Sapphires Women,Sapphires Women,SAP,https://a.espncdn.com/i/teamlogos/cricket/500/1313190.png,Sapphires Women,SAP
1080372,Bikaner Desert Challengers,Bikaner Desert Challengers,BDC,,Bikaner Desert Challengers,BDC
1437218,Czech Republic Women,Czech Republic Women,CZE-W,https://a.espncdn.com/i/teamlogos/cricket/500/1437218.png,Czech Republic Women,CZE-W
1203090,Lalitpur Falcons,Lalitpur Falcons,LF,https://a.espncdn.com/i/teamlogos/cricket/500/1203090.png,Lalitpur Falcons,LF
595170,Eastern Province Under-13s,Eastern Province Under-13s,EpU13,,Eastern Province Under-13s,EpU13
659493,Basnahira Greens,Basnahira Greens,BasGr,,Basnahira Greens,BasGr
1724,Goa Women,Goa Women,GOA-W,https://a.espncdn.com/i/teamlogos/cricket/500/1724.png,Goa Women,GOA-W
1065,Harrow School,Harrow School,HS,,Harrow School,HS
103,Saudi Arabia,Saudi Arabia,KSA,https://a.espncdn.com/i/teamlogos/cricket/500/103.png,Saudi Arabia,KSA
3477,Singapore Under-19s,Singapore Under-19s,SIN19,https://a.espncdn.com/i/teamlogos/cricket/500/3477.png,Singapore Under-19s,SIN19
595176,Limpopo Under-13s,Limpopo Under-13s,LiU13,,Limpopo Under-13s,LiU13
514782,Uva Next,Uva Next,UvNxt,,Uva Next,UvNxt
1344977,Morrisville Samp Army,Morrisville Samp Army,MSA,https://a.espncdn.com/i/teamlogos/cricket/500/1344977.png,Morrisville Samp Army,MSA
304300,Bahamas Under-19s,Bahamas Under-19s,Bhm19,https://a.espncdn.com/i/teamlogos/cricket/500/304300.png,Bahamas Under-19s,Bhm19
1057842,Panchakanya Tej,Panchakanya Tej,PT,,Panchakanya Tej,PT
5,New Zealand,New Zealand,NZ,https://a.espncdn.com/i/teamlogos/cricket/500/5.png,New Zealand,NZ
468691,Yorkshire Under-15s,Yorkshire Under-15s,,,Yorkshire Under-15s,
242,Australian Youth Women,Australian Youth Women,,,Australian Youth Women,
604,Western Australia A,Western Australia A,WA A,,Western Australia A,WA A
2369,Hermes DVS Women,Hermes DVS Women,,,Hermes DVS Women,
1339056,Bahawalpur Royals,Bahawalpur Royals,BR,,Bahawalpur Royals,BR
1392080,Texas Chargers,Texas Chargers,TXC,https://a.espncdn.com/i/teamlogos/cricket/500/1392080.png,Texas Chargers,TXC
1627,Maharaja of Cooch-Behar's XI,Maharaja of Cooch-Behar's XI,,,Maharaja of Cooch-Behar's XI,
1160707,Chile Women,Chile Women,CHI-W,https://a.espncdn.com/i/teamlogos/cricket/500/1160707.png,Chile Women,CHI-W
1208514,Swift Gallopers,Swift Gallopers,SG,,Swift Gallopers,SG
1531,Air India,Air India,,,Air India,
511649,Suffolk Under-15s,Suffolk Under-15s,,,Suffolk Under-15s,
1162632,Nelson Mandela Bay Giants,Nelson Mandela Bay Giants,NMBG,https://a.espncdn.com/i/teamlogos/cricket/500/1162632.png,Nelson Mandela Bay Giants,NMBG
1979,North Zone Under-19s,North Zone Under-19s,NZ19,,North Zone Under-19s,NZ19
1087770,Kilinochchi District,Kilinochchi District,KCHI,,Kilinochchi District,KCHI
299037,Bangladesh Women,Bangladesh Women,BAN-W,https://a.espncdn.com/i/teamlogos/cricket/500/299037.png,Bangladesh Women,BAN-W
1261,Oxford Marylebone Cricket Club University,Oxford Marylebone Cricket Club University,OxfdU,,Oxford Marylebone Cricket Club University,OxfdU
757,Cayman Islands Under-15s,Cayman Islands Under-15s,Cay15,https://a.espncdn.com/i/teamlogos/cricket/500/757.png,Cayman Islands Under-15s,Cay15
2926,National Tyre and Rubber Company,National Tyre and Rubber Company,,,National Tyre and Rubber Company,
659939,Express Ndovus,Express Ndovus,Ndovu,,Express Ndovus,Ndovu
3843,Matabeleland Invitation XI,Matabeleland Invitation XI,,,Matabeleland Invitation XI,
1138790,Scotland A Women,Scotland A Women,S-A-W,,Scotland A Women,S-A-W
825,Leeds Bradford Marylebone Cricket Club University,Leeds Bradford Marylebone Cricket Club University,LdsBU,,Leeds Bradford Marylebone Cricket Club University,LdsBU
1034379,Samoa Women,Samoa Women,SAM-W,https://a.espncdn.com/i/teamlogos/cricket/500/1034379.png,Samoa Women,SAM-W
430680,Partex Sporting Club,Partex Sporting Club,PSC,https://a.espncdn.com/i/teamlogos/cricket/500/430680.png,Partex Sporting Club,PSC
48436,Sri Lanka Army,Sri Lanka Army,SLARM,https://a.espncdn.com/i/teamlogos/cricket/500/48436.png,Sri Lanka Army,SLARM
3209,Eastern Province Academy XI,Eastern Province Academy XI,,,Eastern Province Academy XI,
565,Tasmania Institute of Sport,Tasmania Institute of Sport,TASIS,,Tasmania Institute of Sport,TASIS
465022,Kent Under-15s,Kent Under-15s,,,Kent Under-15s,
769125,Central West Region,Central West Region,CWR,,Central West Region,CWR
424005,Mashonaland Eagles,Mashonaland Eagles,EAGLE,https://a.espncdn.com/i/teamlogos/cricket/500/424005.png,Mashonaland Eagles,EAGLE
1290547,Lumbini Province Under-19s,Lumbini Province Under-19s,LPU19,https://a.espncdn.com/i/teamlogos/cricket/500/1290547.png,Lumbini Province Under-19s,LPU19
302,Frankston-Peninsula,Frankston-Peninsula,,,Frankston-Peninsula,
1154554,Mozambique Under-19s,Mozambique Under-19s,MOZ19,https://a.espncdn.com/i/teamlogos/cricket/500/1154554.png,Mozambique Under-19s,MOZ19
2200,West Zone Under-19s,West Zone Under-19s,WZ19,,West Zone Under-19s,WZ19
1204496,Northern Superchargers (Men),Northern Superchargers (Men),NSC-M,https://a.espncdn.com/i/teamlogos/cricket/500/1204496.png,Northern Superchargers (Men),NSC-M
940847,Hambantota Troopers,Hambantota Troopers,Troop,,Hambantota Troopers,Troop
1083,Herefordshire,Herefordshire,HRFSH,,Herefordshire,HRFSH
575486,Kanbis Tigers,Kanbis Tigers,Kanbs,,Kanbis Tigers,Kanbs
427429,Uttar Pradesh Cricket Association XI,Uttar Pradesh Cricket Association XI,,,Uttar Pradesh Cricket Association XI,
252712,St Lucia,St Lucia,St Lu,,St Lucia,St Lu
3591,Sri Lanka Academy XI,Sri Lanka Academy XI,SLAca,,Sri Lanka Academy XI,SLAca
1004763,Galaxy Gladiators Lantau,Galaxy Gladiators Lantau,GGL,,Galaxy Gladiators Lantau,GGL
509490,Dorset Under-15s,Dorset Under-15s,,,Dorset Under-15s,
1235197,Jade Jets Women,Jade Jets Women,JJW,https://a.espncdn.com/i/teamlogos/cricket/500/1235197.png,Jade Jets Women,JJW
2345,Excelsior,Excelsior,,,Excelsior,
302628,Fiji Under-19s,Fiji Under-19s,Fij19,https://a.espncdn.com/i/teamlogos/cricket/500/302628.png,Fiji Under-19s,Fij19
2607,Wellington Under-21s Women,Wellington Under-21s Women,WU21W,,Wellington Under-21s Women,WU21W
786239,Cricket Australia Women's XI,Cricket Australia Women's XI,CAWMN,,Cricket Australia Women's XI,CAWMN
420,New South Wales XI,New South Wales XI,NSWXI,https://a.espncdn.com/i/teamlogos/cricket/500/420.png,New South Wales XI,NSWXI
896433,Hobart Hurricanes Women,Hobart Hurricanes Women,HH-W,https://a.espncdn.com/i/teamlogos/cricket/500/896433.png,Hobart Hurricanes Women,HH-W
510260,Northamptonshire Women,Northamptonshire Women,Norwm,https://a.espncdn.com/i/teamlogos/cricket/500/510260.png,Northamptonshire Women,Norwm
531,South Australia Under-19s Women,South Australia Under-19s Women,,https://a.espncdn.com/i/teamlogos/cricket/500/531.png,South Australia Under-19s Women,
896405,Perth Scorchers Women,Perth Scorchers Women,PS-W,https://a.espncdn.com/i/teamlogos/cricket/500/896405.png,Perth Scorchers Women,PS-W
1156779,Arunachal Pradesh,Arunachal Pradesh,ARP,https://a.espncdn.com/i/teamlogos/cricket/500/1156779.png,Arunachal Pradesh,ARP
3509,Colombo Young Women Cricket Club,Colombo Young Women Cricket Club,,,Colombo Young Women Cricket Club,
780,Svanholm,Svanholm,,,Svanholm,
1585,Bihar,Bihar,BIHAR,https://a.espncdn.com/i/teamlogos/cricket/500/1585.png,Bihar,BIHAR
415110,Surrey Under-13s,Surrey Under-13s,,,Surrey Under-13s,
3270,Northerns Under-19s,Northerns Under-19s,Nth19,,Northerns Under-19s,Nth19
1388276,Johannesburg Buffaloes,Johannesburg Buffaloes,JBU,https://a.espncdn.com/i/teamlogos/cricket/500/1388276.png,Johannesburg Buffaloes,JBU
1225953,Team Buttler,Team Buttler,TB,,Team Buttler,TB
1208515,Falcon Hunters,Falcon Hunters,FH,,Falcon Hunters,FH
1335,Somerset Cricket Board,Somerset Cricket Board,,,Somerset Cricket Board,
1098939,Nepal Police Club,Nepal Police Club,NPC,https://a.espncdn.com/i/teamlogos/cricket/500/1098939.png,Nepal Police Club,NPC
1919,Maharashtra Women,Maharashtra Women,MAHWM,https://a.espncdn.com/i/teamlogos/cricket/500/1919.png,Maharashtra Women,MAHWM
1720,Goa Under-16s,Goa Under-16s,,,Goa Under-16s,
3245,KwaZulu-Natal,KwaZulu-Natal,KZN,https://a.espncdn.com/i/teamlogos/cricket/500/3245.png,KwaZulu-Natal,KZN
3719,Barbados,Barbados,BDOS,https://a.espncdn.com/i/teamlogos/cricket/500/3719.png,Barbados,BDOS
3707,United States of America Under-15s,United States of America Under-15s,USA15,,United States of America Under-15s,USA15
389904,Khulna Division Women,Khulna Division Women,,,Khulna Division Women,
1241088,Fujairah,Fujairah,FUJRH,,Fujairah,FUJRH
471975,Lancashire Under-17s,Lancashire Under-17s,,,Lancashire Under-17s,
2,Australia,Australia,AUS,https://a.espncdn.com/i/teamlogos/cricket/500/2.png,Australia,AUS
2240,Malahide Women,Malahide Women,,,Malahide Women,
523,South Australia Country,South Australia Country,,,South Australia Country,
470503,Durham Academy,Durham Academy,,,Durham Academy,
1905,Maharashtra,Maharashtra,MAHA,https://a.espncdn.com/i/teamlogos/cricket/500/1905.png,Maharashtra,MAHA
3656,Thailand Under-19s,Thailand Under-19s,Tha19,https://a.espncdn.com/i/teamlogos/cricket/500/3656.png,Thailand Under-19s,Tha19
3304,South Africa A,South Africa A,SA-A,https://a.espncdn.com/i/teamlogos/cricket/500/3304.png,South Africa A,SA-A
1174370,India A Under-19s,India A Under-19s,IAU19,,India A Under-19s,IAU19
984,Essex,Essex,ESSEX,https://a.espncdn.com/i/teamlogos/cricket/500/984.png,Essex,ESSEX
3340,Titans,Titans,TITNS,https://a.espncdn.com/i/teamlogos/cricket/500/3340.png,Titans,TITNS
