espn_team_id,name,nickname,abbreviation,logo,display_name,short_display_name
776161,Mis Ainak Knights,Mis Ainak Knights,MAK,https://a.espncdn.com/i/teamlogos/cricket/500/776161.png,Mis Ainak Knights,MAK
1694,East Zone Under-19s,East Zone Under-19s,EZ19,,East Zone Under-19s,EZ19
430685,Kalabagan Krira Chakra,Kalabagan Krira Chakra,KBKC,,Kalabagan Krira Chakra,KBKC
1334537,Manipal Tigers,Manipal Tigers,MT,https://a.espncdn.com/i/teamlogos/cricket/500/1334537.png,Manipal Tigers,MT
2836,Lahore Lions,Lahore Lions,Lions,,Lahore Lions,Lions
418116,Assam Cricket Association XI,Assam Cricket Association XI,,,Assam Cricket Association XI,
1089598,Munster Reds,Munster Reds,REDS,https://a.espncdn.com/i/teamlogos/cricket/500/1089598.png,Munster Reds,REDS
1118222,Durban Qalandars,Durban Qalandars,DQ,https://a.espncdn.com/i/teamlogos/cricket/500/1118222.png,Durban Qalandars,DQ
2296,Kenya Under-19s,Kenya Under-19s,KEN19,,Kenya Under-19s,KEN19
466416,Northamptonshire Under-13s,Northamptonshire Under-13s,,,Northamptonshire Under-13s,
1698,Elite C,Elite C,,,Elite C,
2939,Pakistan Cricket Academy,Pakistan Cricket Academy,PkAcd,,Pakistan Cricket Academy,PkAcd
1580,Bengal Under-16s,Bengal Under-16s,,,Bengal Under-16s,
1337,Somerset Under-17s,Somerset Under-17s,,,Somerset Under-17s,
472155,Dominica Women,Dominica Women,DOWmn,,Dominica Women,DOWmn
1943,Manipur,Manipur,MNPR,https://a.espncdn.com/i/teamlogos/cricket/500/1943.png,Manipur,MNPR
873,Cheshire,Cheshire,Chesh,,Cheshire,Chesh
1320782,Indonesia Under-19s Women,Indonesia Under-19s Women,IU19W,https://a.espncdn.com/i/teamlogos/cricket/500/1320782.png,Indonesia Under-19s Women,IU19W
1359,Surrey 2nd XI,Surrey 2nd XI,Sr2XI,https://a.espncdn.com/i/teamlogos/cricket/500/1359.png,Surrey 2nd XI,Sr2XI
2773,Karachi,Karachi,,,Karachi,
1327407,Shivamogga Strikers,Shivamogga Strikers,SS,https://a.espncdn.com/i/teamlogos/cricket/500/1327407.png,Shivamogga Strikers,SS
3134,Water and Power Development Authority,Water and Power Development Authority,WAPDA,https://a.espncdn.com/i/teamlogos/cricket/500/3134.png,Water and Power Development Authority,WAPDA
556,Sydney University,Sydney University,,,Sydney University,
2732,Gujranwala Cricket Association Under-19s,Gujranwala Cricket Association Under-19s,Guj19,,Gujranwala Cricket Association Under-19s,Guj19
297077,Essex Women,Essex Women,Esswm,,Essex Women,Esswm
1986,Oil & Natural Gas Corporation,Oil & Natural Gas Corporation,,,Oil & Natural Gas Corporation,
1248749,Pune Devils,Pune Devils,PD,https://a.espncdn.com/i/teamlogos/cricket/500/1248749.png,Pune Devils,PD
1183,Marylebone Cricket Club Women,Marylebone Cricket Club Women,MCCWM,,Marylebone Cricket Club Women,MCCWM
1487,Gibraltar Under-17s,Gibraltar Under-17s,,,Gibraltar Under-17s,
2601,Wellington A,Wellington A,,,Wellington A,
410,New South Wales Schoolboys,New South Wales Schoolboys,,,New South Wales Schoolboys,
422072,Air India Blue,Air India Blue,,,Air India Blue,
335980,Deccan Chargers,Deccan Chargers,DCH,https://a.espncdn.com/i/teamlogos/cricket/500/335980.png,Deccan Chargers,DCH
594836,Eastern Province Under-15s,Eastern Province Under-15s,EpU15,,Eastern Province Under-15s,EpU15
341,Launceston,Launceston,,,Launceston,
904597,South Windward Islands Women,South Windward Islands Women,SWWMN,,South Windward Islands Women,SWWMN
1158337,Malawi Women,Malawi Women,MLW-W,https://a.espncdn.com/i/teamlogos/cricket/500/1158337.png,Malawi Women,MLW-W
485962,Boland Under-17s,Boland Under-17s,BoU17,,Boland Under-17s,BoU17
465018,Zimbabwe High Performance XI,Zimbabwe High Performance XI,,,Zimbabwe High Performance XI,
384870,Fly Emirates XI,Fly Emirates XI,FlyXI,,Fly Emirates XI,FlyXI
423522,Proteas,Proteas,Prot,,Proteas,Prot
2963,Pakistan Under-17s,Pakistan Under-17s,,,Pakistan Under-17s,
742063,North Holland Hurricanes,North Holland Hurricanes,HURRI,,North Holland Hurricanes,HURRI
2945,Pakistan Board XI,Pakistan Board XI,,,Pakistan Board XI,
1160565,Kandahar Knights,Kandahar Knights,KK,https://a.espncdn.com/i/teamlogos/cricket/500/1160565.png,Kandahar Knights,KK
2451,VOC,VOC,VOC,,VOC,VOC
423864,Victoria Under-23s,Victoria Under-23s,Vic23,,Victoria Under-23s,Vic23
686151,Cricket Australia Chairman's Women's XI,Cricket Australia Chairman's Women's XI,CAWMN,,Cricket Australia Chairman's Women's XI,CAWMN
3675,United Arab Emirates Under-19s,United Arab Emirates Under-19s,UAE19,https://a.espncdn.com/i/teamlogos/cricket/500/3675.png,United Arab Emirates Under-19s,UAE19
1392082,New York Warriors,New York Warriors,NYW,https://a.espncdn.com/i/teamlogos/cricket/500/1392082.png,New York Warriors,NYW
1272206,SLC Blues,SLC Blues,SLC-B,https://a.espncdn.com/i/teamlogos/cricket/500/1272206.png,SLC Blues,SLC-B
2100,South Zone Women,South Zone Women,SZ-W,https://a.espncdn.com/i/teamlogos/cricket/500/2100.png,South Zone Women,SZ-W
1336144,Scotland Women Under-19s,Scotland Women Under-19s,SCO-W,https://a.espncdn.com/i/teamlogos/cricket/500/1336144.png,Scotland Women Under-19s,SCO-W
1054,Hampshire Cricket Board,Hampshire Cricket Board,,,Hampshire Cricket Board,
1034067,Universiti Kebangsaan Malaysia,Universiti Kebangsaan Malaysia,UKM,,Universiti Kebangsaan Malaysia,UKM
3068,Rest of Punjab,Rest of Punjab,,,Rest of Punjab,
302627,Vanuatu Under-19s,Vanuatu Under-19s,Van19,https://a.espncdn.com/i/teamlogos/cricket/500/302627.png,Vanuatu Under-19s,Van19
1188771,Mali Women,Mali Women,MLI-W,https://a.espncdn.com/i/teamlogos/cricket/500/1188771.png,Mali Women,MLI-W
316597,Chandigarh Lions,Chandigarh Lions,ChLns,,Chandigarh Lions,ChLns
2161,Uttar Pradesh,Uttar Pradesh,UP,https://a.espncdn.com/i/teamlogos/cricket/500/2161.png,Uttar Pradesh,UP
867,Club Cricket Conference XI,Club Cricket Conference XI,,,Club Cricket Conference XI,
2140,Tamil Nadu Under-22s,Tamil Nadu Under-22s,,,Tamil Nadu Under-22s,
1412321,Durdanto Dhaka,Durdanto Dhaka,DRD,https://a.espncdn.com/i/teamlogos/cricket/500/1412321.png,Durdanto Dhaka,DRD
3278,North West,North West,NWEST,https://a.espncdn.com/i/teamlogos/cricket/500/3278.png,North West,NWEST
2217,Cliftonville,Cliftonville,,,Cliftonville,
498899,Northern Cape High School,Northern Cape High School,,,Northern Cape High School,
3490,BCCSL Academy XI,BCCSL Academy XI,,,BCCSL Academy XI,
1087782,Nuwara Eliya District,Nuwara Eliya District,NUWAR,,Nuwara Eliya District,NUWAR
221796,Zimbabwe Under-23s,Zimbabwe Under-23s,ZMU23,,Zimbabwe Under-23s,ZMU23
234,Australia Under-19s Women,Australia Under-19s Women,AU19W,https://a.espncdn.com/i/teamlogos/cricket/500/234.png,Australia Under-19s Women,AU19W
585,Victoria Second XI,Victoria Second XI,VIC2,,Victoria Second XI,VIC2
594835,Easterns Under-17s,Easterns Under-17s,Est17,,Easterns Under-17s,Est17
1237,Nottinghamshire Women,Nottinghamshire Women,Notwm,,Nottinghamshire Women,Notwm
202,Australian Capital Territory Under-17s,Australian Capital Territory Under-17s,ACT,,Australian Capital Territory Under-17s,ACT
1089692,Biratnagar Kings,Biratnagar Kings,KINGS,https://a.espncdn.com/i/teamlogos/cricket/500/1089692.png,Biratnagar Kings,KINGS
498551,Wynberg Boys' High School,Wynberg Boys' High School,WBHS,,Wynberg Boys' High School,WBHS
2229,Ireland Under-17s,Ireland Under-17s,,,Ireland Under-17s,
973763,Maidan Wardak Province Under-17s,Maidan Wardak Province Under-17s,MaU17,,Maidan Wardak Province Under-17s,MaU17
517546,Durham Under-15s,Durham Under-15s,,,Durham Under-15s,
253077,Australia Centre of Excellence,Australia Centre of Excellence,ACOE,,Australia Centre of Excellence,ACOE
2565,New Zealand XI,New Zealand XI,NZ-XI,https://a.espncdn.com/i/teamlogos/cricket/500/2565.png,New Zealand XI,NZ-XI
1013575,Laghman Province,Laghman Province,LGMAN,,Laghman Province,LGMAN
531879,Leprechauns Cricket Club,Leprechauns Cricket Club,,,Leprechauns Cricket Club,
1563,Baroda Under-22s,Baroda Under-22s,,,Baroda Under-22s,
2570,Otago,Otago,OTAGO,https://a.espncdn.com/i/teamlogos/cricket/500/2570.png,Otago,OTAGO
444903,Mid West Rhinos B,Mid West Rhinos B,,,Mid West Rhinos B,
1097993,Dambulla,Dambulla,DAM,https://a.espncdn.com/i/teamlogos/cricket/500/1097993.png,Dambulla,DAM
2137,Tamil Nadu Under-14s,Tamil Nadu Under-14s,,,Tamil Nadu Under-14s,
1438086,Cyprus Women,Cyprus Women,CYP-W,https://a.espncdn.com/i/teamlogos/cricket/500/1438086.png,Cyprus Women,CYP-W
2095,South Zone,South Zone,SOZ,https://a.espncdn.com/i/teamlogos/cricket/500/2095.png,South Zone,SOZ
371032,St Lucia Women,St Lucia Women,SLWmn,,St Lucia Women,SLWmn
2560,New Zealand Under-19s,New Zealand Under-19s,NZ19,https://a.espncdn.com/i/teamlogos/cricket/500/2560.png,New Zealand Under-19s,NZ19
1747,Hindus,Hindus,,,Hindus,
342632,Guyana President's Select XI,Guyana President's Select XI,,,Guyana President's Select XI,
501647,Grey High School,Grey High School,GHS,,Grey High School,GHS
775305,Hampshire Under-14s,Hampshire Under-14s,HAU14,,Hampshire Under-14s,HAU14
63,Bulgaria,Bulgaria,BUL,https://a.espncdn.com/i/teamlogos/cricket/500/63.png,Bulgaria,BUL
627445,University of Liberal Arts,University of Liberal Arts,UOLA,,University of Liberal Arts,UOLA
712317,Sri Lanka Cricket Women's XI,Sri Lanka Cricket Women's XI,SLCWM,https://a.espncdn.com/i/teamlogos/cricket/500/712317.png,Sri Lanka Cricket Women's XI,SLCWM
2756,Industrial Development Bank of Pakistan,Industrial Development Bank of Pakistan,,,Industrial Development Bank of Pakistan,
422077,Tata Sports Club,Tata Sports Club,,,Tata Sports Club,
921525,Help for Heroes XI,Help for Heroes XI,HFHXI,,Help for Heroes XI,HFHXI
3358,Western Province Academy,Western Province Academy,,,Western Province Academy,
1255267,Puducherry Women,Puducherry Women,PUD-W,https://a.espncdn.com/i/teamlogos/cricket/500/1255267.png,Puducherry Women,PUD-W
1552,Assam Under-14s,Assam Under-14s,,,Assam Under-14s,
2016,Punjab Governor's XI (India),Punjab Governor's XI (India),,,Punjab Governor's XI (India),
3839,Masvingo,Masvingo,,,Masvingo,
2020,Punjab Under-19s,Punjab Under-19s,Pjb19,,Punjab Under-19s,Pjb19
572343,Strikers Women,Strikers Women,StrWm,,Strikers Women,StrWm
388449,Central Districts Second XI,Central Districts Second XI,,,Central Districts Second XI,
24287,North Down,North Down,,,North Down,
624,Western Australia Under-15s,Western Australia Under-15s,,,Western Australia Under-15s,
819081,Kabul Eagles,Kabul Eagles,KABUL,https://a.espncdn.com/i/teamlogos/cricket/500/819081.png,Kabul Eagles,KABUL
1102,Kent Cricket Board,Kent Cricket Board,,,Kent Cricket Board,
3366,Western Province Under-19s,Western Province Under-19s,WP19,,Western Province Under-19s,WP19
1,England,England,ENG,https://a.espncdn.com/i/teamlogos/cricket/500/1.png,England,ENG
1162627,Cape Town Blitz,Cape Town Blitz,CTB,https://a.espncdn.com/i/teamlogos/cricket/500/1162627.png,Cape Town Blitz,CTB
2467,Auckland Women,Auckland Women,AK-W,https://a.espncdn.com/i/teamlogos/cricket/500/2467.png,Auckland Women,AK-W
287576,Easterns (Zimbabwe),Easterns (Zimbabwe),EsZm,,Easterns (Zimbabwe),EsZm
1087775,Puttalam District,Puttalam District,PUTAL,,Puttalam District,PUTAL
2409,Netherlands Under-21s Women,Netherlands Under-21s Women,,,Netherlands Under-21s Women,
1521,Kowloon Cricket Club,Kowloon Cricket Club,KOW,https://a.espncdn.com/i/teamlogos/cricket/500/1521.png,Kowloon Cricket Club,KOW
935277,Comilla Victorians,Comilla Victorians,CV,https://a.espncdn.com/i/teamlogos/cricket/500/935277.png,Comilla Victorians,CV
3507,Colts Cricket Club,Colts Cricket Club,COLT,https://a.espncdn.com/i/teamlogos/cricket/500/3507.png,Colts Cricket Club,COLT
1347,Staffordshire,Staffordshire,Staff,,Staffordshire,Staff
552728,Afghanistan Under-25s,Afghanistan Under-25s,AFG25,,Afghanistan Under-25s,AFG25
339298,Bombay XI,Bombay XI,BomXI,,Bombay XI,BomXI
2460,Auckland A,Auckland A,,,Auckland A,
44,Chile,Chile,Chile,https://a.espncdn.com/i/teamlogos/cricket/500/44.png,Chile,Chile
260634,India Red,India Red,IND-R,https://a.espncdn.com/i/teamlogos/cricket/500/260634.png,India Red,IND-R
1329,Shropshire,Shropshire,ShoSh,,Shropshire,ShoSh
249909,Rubies,Rubies,Rubie,,Rubies,Rubie
376119,Australian Cricketers Association Masters,Australian Cricketers Association Masters,ACAM,,Australian Cricketers Association Masters,ACAM
773,Denmark Under-19s,Denmark Under-19s,DEN19,,Denmark Under-19s,DEN19
1988,Odisha,Odisha,ODSA,https://a.espncdn.com/i/teamlogos/cricket/500/1988.png,Odisha,ODSA
240,Australian XI,Australian XI,AUSXI,https://a.espncdn.com/i/teamlogos/cricket/500/240.png,Australian XI,AUSXI
3539,Lankan Cricket Club,Lankan Cricket Club,LkCC,https://a.espncdn.com/i/teamlogos/cricket/500/3539.png,Lankan Cricket Club,LkCC
423865,Western Australia Under-23s,Western Australia Under-23s,WAU23,,Western Australia Under-23s,WAU23
335971,Kolkata Knight Riders,Kolkata Knight Riders,KKR,https://a.espncdn.com/i/teamlogos/cricket/500/335971.png,Kolkata Knight Riders,KKR
918647,Pakistan Association of Hong Kong,Pakistan Association of Hong Kong,PAHKG,https://a.espncdn.com/i/teamlogos/cricket/500/918647.png,Pakistan Association of Hong Kong,PAHKG
210,Australian Institute of Sport,Australian Institute of Sport,AIS,,Australian Institute of Sport,AIS
316595,Mumbai Champs,Mumbai Champs,MumCh,,Mumbai Champs,MumCh
468688,Yorkshire Under-13s,Yorkshire Under-13s,,,Yorkshire Under-13s,
3712,West Africa Under-19s,West Africa Under-19s,,,West Africa Under-19s,
927301,HW University Dubai (UAE),HW University Dubai (UAE),HWUD,,HW University Dubai (UAE),HWUD
469806,Nottinghamshire Under-17s,Nottinghamshire Under-17s,,,Nottinghamshire Under-17s,
3840,Matabeleland,Matabeleland,,,Matabeleland,
1168169,Oman Emerging Team,Oman Emerging Team,OMN-E,https://a.espncdn.com/i/teamlogos/cricket/500/1168169.png,Oman Emerging Team,OMN-E
3554,Nondescripts Cricket Club,Nondescripts Cricket Club,NCC,https://a.espncdn.com/i/teamlogos/cricket/500/3554.png,Nondescripts Cricket Club,NCC
118,Malawi,Malawi,MWI,https://a.espncdn.com/i/teamlogos/cricket/500/118.png,Malawi,MWI
468800,Switzerland Under-17s,Switzerland Under-17s,,https://a.espncdn.com/i/teamlogos/cricket/500/468800.png,Switzerland Under-17s,
3061,Rawalpindi Region,Rawalpindi Region,PINDI,https://a.espncdn.com/i/teamlogos/cricket/500/3061.png,Rawalpindi Region,PINDI
1672,Delhi Under-16s,Delhi Under-16s,,,Delhi Under-16s,
505911,Canterbury Invitation XI,Canterbury Invitation XI,,,Canterbury Invitation XI,
509668,Brisbane Heat,Brisbane Heat,BH,https://a.espncdn.com/i/teamlogos/cricket/500/509668.png,Brisbane Heat,BH
676249,Pakistan Chief Ministers XI,Pakistan Chief Ministers XI,PCMXI,,Pakistan Chief Ministers XI,PCMXI
3163,Boland Academy,Boland Academy,,,Boland Academy,
511650,Suffolk Under-17s,Suffolk Under-17s,,,Suffolk Under-17s,
1208516,Heat Stormers,Heat Stormers,HS,,Heat Stormers,HS
321754,KwaZulu-Natal Inland Under-19s,KwaZulu-Natal Inland Under-19s,KNI19,,KwaZulu-Natal Inland Under-19s,KNI19
471976,Lancashire Under-15s,Lancashire Under-15s,,,Lancashire Under-15s,
3313,South Africa Colts XI,South Africa Colts XI,SACLT,,South Africa Colts XI,SACLT
364484,D Ganga's XI,D Ganga's XI,,,D Ganga's XI,
315817,KwaZulu-Natal Inland Women,KwaZulu-Natal Inland Women,KzLWm,https://a.espncdn.com/i/teamlogos/cricket/500/315817.png,KwaZulu-Natal Inland Women,KzLWm
296015,Sedbergh School,Sedbergh School,,,Sedbergh School,
405070,Central Provinces,Central Provinces,Cent,,Central Provinces,Cent
910,Devon Under-17s,Devon Under-17s,,,Devon Under-17s,
14,East and Central Africa,East and Central Africa,E&CA,,East and Central Africa,E&CA
1194567,Kandy Under-19s,Kandy Under-19s,KD-19,,Kandy Under-19s,KD-19
774,Denmark Women,Denmark Women,DNK-W,https://a.espncdn.com/i/teamlogos/cricket/500/774.png,Denmark Women,DNK-W
519645,Hertfordshire Under-15s,Hertfordshire Under-15s,,,Hertfordshire Under-15s,
381940,Baluchistan Bears,Baluchistan Bears,BBrs,,Baluchistan Bears,BBrs
964571,Kurunegala Warriors,Kurunegala Warriors,KWarr,,Kurunegala Warriors,KWarr
45,Malta,Malta,MLT,https://a.espncdn.com/i/teamlogos/cricket/500/45.png,Malta,MLT
597,Victoria Under-19s,Victoria Under-19s,Vic19,,Victoria Under-19s,Vic19
316596,Chennai Superstars,Chennai Superstars,CStrs,,Chennai Superstars,CStrs
598355,North Zone (Bangladesh),North Zone (Bangladesh),NZBSH,https://a.espncdn.com/i/teamlogos/cricket/500/598355.png,North Zone (Bangladesh),NZBSH
312713,Sri Lanka Cricket Invitation XI,Sri Lanka Cricket Invitation XI,,,Sri Lanka Cricket Invitation XI,
2858,Lahore Region Whites,Lahore Region Whites,LAHW,https://a.espncdn.com/i/teamlogos/cricket/500/2858.png,Lahore Region Whites,LAHW
144,South Korea,South Korea,SKOR,https://a.espncdn.com/i/teamlogos/cricket/500/144.png,South Korea,SKOR
7270,Centrals Cricket Club (Orange NSW),Centrals Cricket Club (Orange NSW),,,Centrals Cricket Club (Orange NSW),
1034437,Western Storm,Western Storm,WS,https://a.espncdn.com/i/teamlogos/cricket/500/1034437.png,Western Storm,WS
2552,New Zealand Emerging Players,New Zealand Emerging Players,,,New Zealand Emerging Players,
248,Bankstown-Canterbury,Bankstown-Canterbury,,,Bankstown-Canterbury,
1495,Germany Under-19s,Germany Under-19s,Ger19,https://a.espncdn.com/i/teamlogos/cricket/500/1495.png,Germany Under-19s,Ger19
572342,Knights Women,Knights Women,KngWm,,Knights Women,KngWm
213709,Africa XI,Africa XI,Afr,,Africa XI,Afr
1267319,West Indies A Women,West Indies A Women,WIA-W,https://a.espncdn.com/i/teamlogos/cricket/500/1267319.png,West Indies A Women,WIA-W
2021,Punjab Under-22s,Punjab Under-22s,,,Punjab Under-22s,
871857,Cumbria Women,Cumbria Women,CumWm,,Cumbria Women,CumWm
413,New South Wales Under-17s Women,New South Wales Under-17s Women,,,New South Wales Under-17s Women,
1109,Kibworth,Kibworth,,,Kibworth,
149,Spain,Spain,ESP,https://a.espncdn.com/i/teamlogos/cricket/500/149.png,Spain,ESP
953845,Quetta Gladiators,Quetta Gladiators,QG,https://a.espncdn.com/i/teamlogos/cricket/500/953845.png,Quetta Gladiators,QG
3785,South Trinidad,South Trinidad,,,South Trinidad,
444,Penrith,Penrith,,,Penrith,
1272384,Italy Women,Italy Women,ITA-W,https://a.espncdn.com/i/teamlogos/cricket/500/1272384.png,Italy Women,ITA-W
2323,ACC,ACC,ACC,,ACC,ACC
1494,Germany Under-17s,Germany Under-17s,,,Germany Under-17s,
1177724,Sri Lanka Women Emerging Players,Sri Lanka Women Emerging Players,SLWEP,https://a.espncdn.com/i/teamlogos/cricket/500/1177724.png,Sri Lanka Women Emerging Players,SLWEP
594855,North West Under-15s,North West Under-15s,NWU15,,North West Under-15s,NWU15
2650,Bahawalpur,Bahawalpur,BHLPR,,Bahawalpur,BHLPR
3324,South Africa Under-19s,South Africa Under-19s,SA19,https://a.espncdn.com/i/teamlogos/cricket/500/3324.png,South Africa Under-19s,SA19
1135248,Royals,Royals,ROYAL,,Royals,ROYAL
382591,Islamabad Region,Islamabad Region,ISB,https://a.espncdn.com/i/teamlogos/cricket/500/382591.png,Islamabad Region,ISB
988875,Dhaka Division North Under-14s,Dhaka Division North Under-14s,DD14,,Dhaka Division North Under-14s,DD14
561,Tasmania Second XI,Tasmania Second XI,TAS2,,Tasmania Second XI,TAS2
594845,KwaZulu-Natal Under-15s,KwaZulu-Natal Under-15s,KZU15,,KwaZulu-Natal Under-15s,KZU15
3850,Old Hararians,Old Hararians,,,Old Hararians,
3544,Matara Sports Club,Matara Sports Club,,,Matara Sports Club,
1272205,SLC Greens,SLC Greens,SLC-G,https://a.espncdn.com/i/teamlogos/cricket/500/1272205.png,SLC Greens,SLC-G
605609,Rondebosch Boys High School,Rondebosch Boys High School,Ronde,,Rondebosch Boys High School,Ronde
425645,S.Thomas' College Matale,S.Thomas' College Matale,STCM,,S.Thomas' College Matale,STCM
238,Australia Women,Australia Women,AUS-W,https://a.espncdn.com/i/teamlogos/cricket/500/238.png,Australia Women,AUS-W
1572,Bengal,Bengal,BENG,https://a.espncdn.com/i/teamlogos/cricket/500/1572.png,Bengal,BENG
545651,ICC Combined Associate and Affiliate XI,ICC Combined Associate and Affiliate XI,ICCCo,,ICC Combined Associate and Affiliate XI,ICCCo
1105276,Delhi Kings,Delhi Kings,DK,,Delhi Kings,DK
440,Parramatta,Parramatta,,,Parramatta,
3101,Sindh,Sindh,SINDH,https://a.espncdn.com/i/teamlogos/cricket/500/3101.png,Sindh,SINDH
1185203,Jersey Women,Jersey Women,JEY-W,https://a.espncdn.com/i/teamlogos/cricket/500/1185203.png,Jersey Women,JEY-W
636,Western Suburbs,Western Suburbs,,,Western Suburbs,
1756,Himachal Pradesh Under-22s,Himachal Pradesh Under-22s,,,Himachal Pradesh Under-22s,
527123,Trinidad & Tobago XI,Trinidad & Tobago XI,T+TXI,,Trinidad & Tobago XI,T+TXI
299,Fremantle,Fremantle,,,Fremantle,
3750,Jacobs XI,Jacobs XI,,,Jacobs XI,
1306375,Bahrain Women,Bahrain Women,BHR-W,https://a.espncdn.com/i/teamlogos/cricket/500/1306375.png,Bahrain Women,BHR-W
815931,Warriors Cubs,Warriors Cubs,WarCb,,Warriors Cubs,WarCb
814373,Baluchistan Warriors,Baluchistan Warriors,BaluW,,Baluchistan Warriors,BaluW
1129782,Bhairahawa Gladiators,Bhairahawa Gladiators,BG,https://a.espncdn.com/i/teamlogos/cricket/500/1129782.png,Bhairahawa Gladiators,BG
815935,Titans Cubs,Titans Cubs,TtnCb,,Titans Cubs,TtnCb
532,South Australia Women,South Australia Women,SOA-W,https://a.espncdn.com/i/teamlogos/cricket/500/532.png,South Australia Women,SOA-W
424809,England Academy Women,England Academy Women,EAW,,England Academy Women,EAW
1122,Lancashire Women,Lancashire Women,Lanwm,,Lancashire Women,Lanwm
2578,Pub Charities XI Women,Pub Charities XI Women,,,Pub Charities XI Women,
1916,Maharashtra Under-16s,Maharashtra Under-16s,,,Maharashtra Under-16s,
1203089,Biratnagar Titans Women,Biratnagar Titans Women,BTW,https://a.espncdn.com/i/teamlogos/cricket/500/1203089.png,Biratnagar Titans Women,BTW
3157,Saudi Arabia Under-19s,Saudi Arabia Under-19s,KSA19,https://a.espncdn.com/i/teamlogos/cricket/500/3157.png,Saudi Arabia Under-19s,KSA19
3561,Nugegoda Sports Welfare Club,Nugegoda Sports Welfare Club,NSWC,https://a.espncdn.com/i/teamlogos/cricket/500/3561.png,Nugegoda Sports Welfare Club,NSWC
30,Scotland,Scotland,SCOT,https://a.espncdn.com/i/teamlogos/cricket/500/30.png,Scotland,SCOT
143,Seychelles,Seychelles,SEY,https://a.espncdn.com/i/teamlogos/cricket/500/143.png,Seychelles,SEY
386883,South Africa Under-19s Women,South Africa Under-19s Women,SU19W,https://a.espncdn.com/i/teamlogos/cricket/500/386883.png,South Africa Under-19s Women,SU19W
1208124,Welsh Fire (Women),Welsh Fire (Women),WF-W,https://a.espncdn.com/i/teamlogos/cricket/500/1208124.png,Welsh Fire (Women),WF-W
1433,Warwickshire Women,Warwickshire Women,Warwm,,Warwickshire Women,Warwm
122,Nigeria,Nigeria,NGA,https://a.espncdn.com/i/teamlogos/cricket/500/122.png,Nigeria,NGA
468801,Spain Under-17s,Spain Under-17s,,,Spain Under-17s,
1313188,Warriors Women,Warriors Women,WAR,https://a.espncdn.com/i/teamlogos/cricket/500/1313188.png,Warriors Women,WAR
1339062,Gwadar Sharks,Gwadar Sharks,GS,,Gwadar Sharks,GS
381201,South Australia Under-15s Women,South Australia Under-15s Women,,,South Australia Under-15s Women,
1163303,Sindhis,Sindhis,SIND,https://a.espncdn.com/i/teamlogos/cricket/500/1163303.png,Sindhis,SIND
363919,Bahamas Under-15s,Bahamas Under-15s,BhU15,https://a.espncdn.com/i/teamlogos/cricket/500/363919.png,Bahamas Under-15s,BhU15
303848,Israel Under-17s,Israel Under-17s,,https://a.espncdn.com/i/teamlogos/cricket/500/303848.png,Israel Under-17s,
288588,Dandenong,Dandenong,Dand,,Dandenong,Dand
3290,Port Elizabeth University,Port Elizabeth University,,,Port Elizabeth University,
249910,Sapphires,Sapphires,Sapph,,Sapphires,Sapph
1582,Bengal Under-22s,Bengal Under-22s,,,Bengal Under-22s,
1408605,Urbanrisers Hyderabad,Urbanrisers Hyderabad,URH,https://a.espncdn.com/i/teamlogos/cricket/500/1408605.png,Urbanrisers Hyderabad,URH
362855,University Sports South Africa XI,University Sports South Africa XI,USSA,,University Sports South Africa XI,USSA
1196,Middlesex Women,Middlesex Women,Midwm,,Middlesex Women,Midwm
968721,Rising Pune Supergiant,Rising Pune Supergiant,RPS,https://a.espncdn.com/i/teamlogos/cricket/500/968721.png,Rising Pune Supergiant,RPS
905,Derbyshire 2nd XI,Derbyshire 2nd XI,De2XI,,Derbyshire 2nd XI,De2XI
3329,South Africa XI,South Africa XI,SAfXI,,South Africa XI,SAfXI
1239299,Fortune Barishal,Fortune Barishal,BRSAL,https://a.espncdn.com/i/teamlogos/cricket/500/1239299.png,Fortune Barishal,BRSAL
427430,Tripura Cricket Association XI,Tripura Cricket Association XI,,,Tripura Cricket Association XI,
1229322,Lightning,Lightning,LITN,https://a.espncdn.com/i/teamlogos/cricket/500/1229322.png,Lightning,LITN
3821,Windward Islands,Windward Islands,WWD,https://a.espncdn.com/i/teamlogos/cricket/500/3821.png,Windward Islands,WWD
3147,Papua New Guinea Under-19s,Papua New Guinea Under-19s,PNG19,https://a.espncdn.com/i/teamlogos/cricket/500/3147.png,Papua New Guinea Under-19s,PNG19
1193661,Norway Women,Norway Women,NOR-W,https://a.espncdn.com/i/teamlogos/cricket/500/1193661.png,Norway Women,NOR-W
2977,Patron's XI,Patron's XI,,,Patron's XI,
1346066,Desert Vipers,Desert Vipers,DV,https://a.espncdn.com/i/teamlogos/cricket/500/1346066.png,Desert Vipers,DV
683,Dhaka Metropolis,Dhaka Metropolis,DHA-M,https://a.espncdn.com/i/teamlogos/cricket/500/683.png,Dhaka Metropolis,DHA-M
1147775,Gandaki Province,Gandaki Province,GAN,,Gandaki Province,GAN
383829,Rwanda Women,Rwanda Women,RWA-W,https://a.espncdn.com/i/teamlogos/cricket/500/383829.png,Rwanda Women,RWA-W
815933,Cobras Cubs,Cobras Cubs,CbrCb,,Cobras Cubs,CbrCb
3448,Scotland A,Scotland A,ScotA,,Scotland A,ScotA
335975,Delhi Capitals,Delhi Capitals,DC,https://a.espncdn.com/i/teamlogos/cricket/500/335975.png,Delhi Capitals,DC
