id,position,cricsheet_name,unique_name,batting_style,bowling_style,matchpoints_avg,cost
7d914fa0,Unknown,Anwar Hossain,Anwar Hossain,Right-hand bat,,,6
5d02a793,Bowler,Anwar Hossain Monir,Anwar Hossain Monir,Right-hand bat,Right-arm fast-medium,2,7
1f7adc8a,Bowler,Arafat Sunny,Arafat Sunny,Left-hand bat,Slow left-arm orthodox,17.43253968,7
ee833654,Unknown,Arif Ahmed,Arif Ahmed,Right-hand bat,Slow left-arm orthodox,6.166666667,7
ad1730bc,Allrounder,Ariful Haque,Ariful Haque,Right-hand bat,Right-arm medium-fast,10.38993711,7
0d51e915,Unknown,Ariful Islam,Ariful Islam,Left-hand bat,Slow left-arm orthodox,,6
9b06106d,Bowler,Ashiqur Zaman,Ashiqur Zaman,Right-hand bat,Right-arm medium,0.666666667,7
4603914b,Unknown,Asif Ahmed,Asif Ahmed,Right-hand bat,Right-arm offbreak,8.333333333,7
286d5990,Unknown,Awal Babu,Awal Babu,,,,8
ef25490c,Bowler,Asif Hasan,Asif Hasan,Right-hand bat,Slow left-arm orthodox,6.083333333,7
2f899a44,Opening batter,Ayasha Rahman,Ayasha Rahman,Right-hand bat,,9.988888889,7
a77f51d0,Unknown,Debabrata Paul,Debabrata Paul,Right-hand bat,Right-arm medium-fast,,7
8d70ab3e,Unknown,Bishawnath Halder,Bishawnath Halder,Left-hand bat,Slow left-arm orthodox,7,7
eba32b12,Bowler,Delwar Hossain,Delwar Hossain,Right-hand bat,Right-arm medium,12.53846154,7
1494a583,Wicketkeeper batter,Dhiman Ghosh,Dhiman Ghosh,Right-hand bat,,9.279069767,7
f2670a3d,Wicketkeeper batter,Dilara Akter,Dilara Akter,Right-hand bat,,6.769230769,7
2821c99e,Bowling allrounder,Dolly Rani,Dolly Rani,Right-hand bat,Right-arm bowler,,8
d1ae8f94,Allrounder,Dolar Mahmud,Dolar Mahmud,Right-hand bat,Right-arm fast-medium,15.06451613,7
cb5100f1,Bowler,Ebadat Hossain,Ebadat Hossain,Right-hand bat,Right-arm fast-medium,28.17006803,7
688b2d58,Unknown,Ehsanul Haque,Ehsanul Haque,Right-hand bat,Right-arm offbreak,11.71428571,7
817c1746,Bowler,Elias Sunny,Elias Sunny,Left-hand bat,Slow left-arm orthodox,19.81927711,7
2ae9be7f,Bowler,Enamul Haque,Enamul Haque,Left-hand bat,Slow left-arm orthodox,13.1875,7
7d6c0891,Unknown,Enamul Haque,Mohammad Enamul Haque,Right-hand bat,Right-arm offbreak,,6
0480aba6,Bowler,Enamul Haque jnr,Enamul Haque jnr,Right-hand bat,Slow left-arm orthodox,26.82,7
558cdd64,Bowler,Fahima Khatun,Fahima Khatun,Right-hand bat,Legbreak,13.24817518,7
23667d99,Unknown,Fardeen Hasan,Fardeen Hasan,Left-hand bat,,6.25,7
7d422928,Unknown,Fahim Muntasir,Fahim Muntasir,Right-hand bat,Right-arm offbreak,,6
89ffd337,Unknown,Faisal Hossain,Faisal Hossain,Left-hand bat,Slow left-arm orthodox,9.090909091,7
7f9bd93c,Unknown,Farhad Hossain,Farhad Hossain,Right-hand bat,Right-arm offbreak,11.66666667,7
6e96c956,Top-order batter,Fargana Hoque,Fargana Hoque,Right-hand bat,,13.42465753,7
7b51bfa4,Bowler,Fariha Trisna,Fariha Trisna,Right-hand bat,Left-arm medium,16.43902439,7
4948a447,Allrounder,Farhad Reza,Farhad Reza,Right-hand bat,Right-arm fast-medium,13.12251656,7
b4bef2ed,Allrounder,Fazle Mahmud,Fazle Mahmud,Left-hand bat,Slow left-arm orthodox,9.106382979,7
f0df3ed7,Unknown,Gazi Sohel,Gazi Sohel,,,,8
e74ad9ea,Top-order batter,Habibul Bashar,Habibul Bashar,Right-hand bat,Right-arm offbreak,15.39285714,7
d7dc5c12,Bowler,Habiba Islam,Habiba Islam,Right-hand bat,Right-arm medium,0,7
cee2fbd8,Allrounder,Habibur Rahman,Habibur Rahman,Right-hand bat,Right-arm offbreak,7.647058824,7
608e1581,Opening batter,Hannan Sarkar,Hannan Sarkar,Right-hand bat,Right-arm medium,15.14285714,7
80ad39ac,Bowler,Hasan Mahmud,Hasan Mahmud,Right-hand bat,Right-arm fast-medium,21.59358289,7
da9f58aa,Bowler,Hasan Murad,Hasan Murad,Right-hand bat,Slow left-arm orthodox,12.52,7
a40ac203,Unknown,Hossain Ali,Hossain Ali,Right-hand bat,Right-arm medium,15.77777778,7
849c9375,Unknown,Hasanuzzaman,Hasanuzzaman,Right-hand bat,Right-arm offbreak,8.882352941,7
79025aaa,Bowler,Hasibul Hossain,Hasibul Hossain,Right-hand bat,Right-arm fast-medium,3.111111111,7
9ff33bef,Unknown,Ifran Hossain,Ifran Hossain,Right-hand bat,Right-arm medium,9.333333333,7
ed087aa3,Unknown,Imran Parvez,Imran Parvez,Right-hand bat,Right-arm offbreak,,7
1eff4f98,Wicketkeeper batter,Imran Uzzaman,Imran Uzzaman,Right-hand bat,,11.3,7
003e7738,Unknown,Imtiaz Hossain,Imtiaz Hossain,Right-hand bat,Right-arm offbreak,8,7
5fbe14fc,Opening batter,Imrul Kayes,Imrul Kayes,Left-hand bat,Slow left-arm orthodox,17.97196262,7
5d428b3d,Allrounder,Ishma Tanjim,Ishma Tanjim,Right-hand bat,Right-arm offbreak,3.428571429,7
3cc7dd5f,Batter,Irfan Sukkur,Irfan Sukkur,Left-hand bat,,10.62162162,7
6752c57b,Middle-order batter,Jahurul Islam,Jahurul Islam,Right-hand bat,Right-arm offbreak,13.41714286,7
752183c1,Bowler,Jahanara Alam,Jahanara Alam,Right-hand bat,Right-arm medium,13.67028986,7
a16862fb,Unknown,Jahedur Rahman,Jahedur Rahman,,,,8
cd56a813,Batter,Jaker Ali,Jaker Ali,Right-hand bat,,7.146341463,7
fa948618,Unknown,Jannatul Ferdus,Jannatul Ferdus,Right-hand bat,Right-arm offbreak,-0.2,7
4dcd505e,Unknown,Jamaluddin Ahmed,Jamaluddin Ahmed,Right-hand bat,Right-arm offbreak,12,7
2d614d14,Unknown,Jashimuddin,Jashimuddin,Right-hand bat,,10.5,7
e15faa51,Opening batter,Javed Omar,Javed Omar,Right-hand bat,Legbreak,17.95945946,7
6127377d,Unknown,Jubair Ahmed,Jubair Ahmed,Right-hand bat,Right-arm fast-medium,-1,7
3186fb56,Unknown,Joyraz Sheik,Joyraz Sheik,Right-hand bat,,,8
62e203d4,Top-order batter,Junaid Siddique,Junaid Siddique,Left-hand bat,Right-arm offbreak,17.78913043,7
902d916b,Bowler,Jubair Hossain,Jubair Hossain,Right-hand bat,Legbreak,24.61764706,7
f7e9a562,Bowler,Kamrul Islam Rabbi,Kamrul Islam Rabbi,Right-hand bat,Right-arm medium-fast,14.89130435,7
2ae7a044,Unknown,Kamruzzaman Limon,Kamruzzaman Limon,,,,8
bec997fc,Bowler,Khadija Tul Kubra,Khadija Tul Kubra,Right-hand bat,Right-arm offbreak,18.40707965,7
5dbdecf1,Bowler,Khaled Ahmed,Khaled Ahmed,Right-hand bat,Right-arm medium-fast,24.02962963,7
ade071c5,Wicketkeeper batter,Khaled Mashud,Khaled Mashud,Right-hand bat,,15.27027027,7
0c8a1d51,Allrounder,Khaled Mahmud,Khaled Mahmud,Right-hand bat,Right-arm medium,20.60215054,7
2febebb4,Unknown,Lily Rani Biswas,Lily Rani Biswas,Right-hand bat,Right-arm medium,-0.4,7
5bf87532,Allrounder,Lata Mondal,Lata Mondal,Right-hand bat,Right-arm medium,7.35042735,7
0404d43c,Wicketkeeper batter,Liton Das,Liton Das,Right-hand bat,Right-arm offbreak,20.48823529,7
ab1d0ad7,Unknown,Mahabubur Rahman,Mahabubur Rahman,,,,7
5284c884,Bowler,Mahbubul Alam,Mahbubul Alam,Right-hand bat,Right-arm medium-fast,25.77777778,7
3cfbdc55,Unknown,Mahbubur Rahman,Mahbubur Rahman,,,,8
3275b68b,Unknown,Mahfuzur Rahman,Mahfuzur Rahman,,,,8
9dad0f2e,Allrounder,Mahedi Hasan,Mahedi Hasan,Right-hand bat,Right-arm offbreak,15.6462585,7
8c783a97,Unknown,Mahmudul Hasan,Mahmudul Hasan,Right-hand bat,Right-arm offbreak,6.055555556,7
dac6aabc,Wicketkeeper batter,Mahidul Islam Ankon,Mahidul Islam Ankon,Right-hand bat,,9.333333333,7
bf1d7d3e,Allrounder,Mahmudullah,Mahmudullah,Right-hand bat,Right-arm offbreak,18.09369952,7
4b51bd51,Top-order batter,Mahmudul Hasan Joy,Mahmudul Hasan Joy,Right-hand bat,,12.90909091,7
e8d7b493,Bowler,Manjural Islam Rana,Manjural Islam Rana,Left-hand bat,Slow left-arm orthodox,19.7173913,7
2cfa6534,Bowler,Manjural Islam,Manjural Islam,Left-hand bat,Left-arm fast-medium,19.47368421,7
0db7fb49,Unknown,Manjurul Islam,Manjurul Islam Talukdar,,,,6
6e93c945,Unknown,Manzur Rahman,Manzur Rahman,Right-hand bat,Right-arm slow-medium,,7
e72d8f6a,Top-order batter,Marshall Ayub,Marshall Ayub,Right-hand bat,Legbreak,13.60869565,7
e186f49c,Bowler,Mashrafe Mortaza,Mashrafe Mortaza,Right-hand bat,Right-arm fast-medium,19.96692393,7
a50797a4,Bowler,Marufa Akter,Marufa Akter,Right-hand bat,Right-arm medium-fast,12.62727273,7
9581ac6b,Unknown,Masudur Rahman,Masudur Rahman,Right-hand bat,Right-arm offbreak,,6
c58b0108,Allrounder,Mehedi Hasan Miraz,Mehedi Hasan Miraz,Right-hand bat,Right-arm offbreak,31.7390625,8
0b7363da,Bowler,Mehedi Hasan Rana,Mehedi Hasan Rana,Left-hand bat,Left-arm fast,19.484375,7
3361993b,Unknown,Mehedi Maruf,Mehedi Maruf,Right-hand bat,Right-arm offbreak,10.6875,7
b8ad2cb2,Unknown,Mehrab Hossain,Mehrab Hossain,Right-hand bat,Right-arm medium,,6
86cd782f,Batter,Mehrab Hossain jnr,Mehrab Hossain jnr,Left-hand bat,Slow left-arm orthodox,10.03076923,7
6eec260b,Unknown,Minhajul Abedin Afridi,Minhajul Abedin Afridi,Right-hand bat,Legbreak googly,9.4,7
7b0fb3d5,Batter,Mizanur Rahman,Mizanur Rahman,Right-hand bat,Right-arm offbreak,7.53125,7
2bb09eb2,Middle-order batter,Mohammad Ashraful,Mohammad Ashraful,,,15.17218543,7
77191792,Top-order batter,Mohammad Mithun,Mohammad Mithun,Right-hand bat,,13.57857143,7
7923a51d,Opening batter,Mohammad Naim,Mohammad Naim,Left-hand bat,,10.68103448,7
7ff3fcaa,Allrounder,Mohammad Rafique,Mohammad Rafique,Left-hand bat,Slow left-arm orthodox,30.38604651,8
7bd03d63,Unknown,Mohammad Saddam,Mohammad Saddam,Right-hand bat,Right-arm medium,6.227272727,7
b3a28446,Bowling allrounder,Mohammad Saifuddin,Mohammad Saifuddin,Left-hand bat,Right-arm medium-fast,20.16363636,7
3d280ef6,Unknown,Mohammad Salim,Mohammad Salim,Right-hand bat,,,7
c285c86e,Bowler,Mohammad Shahid,Mohammad Shahid,Right-hand bat,Right-arm medium-fast,21.10526316,7
1ec36a1e,Unknown,Mohammad Sharif,Mohammad Sharif,Right-hand bat,Right-arm medium-fast,9.022727273,7
b3213c74,Unknown,Mohor Sheikh,Mohor Sheikh,Right-hand bat,Right-arm medium,6.818181818,7
de0a3209,Middle-order batter,Mominul Haque,Mominul Haque,Left-hand bat,Slow left-arm orthodox,22.24932249,7
760f445b,Unknown,Monir Hossain,Monir Hossain,Right-hand bat,Slow left-arm orthodox,10.88135593,7
075e9f9c,Unknown,Moniruzzaman,Moniruzzaman,Right-hand bat,,-1.75,7
a7c3cf5f,Unknown,Morshed Ali Khan,Morshed Ali Khan,Left-hand bat,Left-arm medium,,6
f7c6ff20,Unknown,Mosabbek Hossain,Mosabbek Hossain,Right-hand bat,Right-arm offbreak,,7
8919756f,Middle-order batter,Mosaddek Hossain,Mosaddek Hossain,Right-hand bat,Right-arm offbreak,11.32967033,7
8eb611d0,Allrounder,Mosharraf Hossain,Mosharraf Hossain,Left-hand bat,Slow left-arm orthodox,15.80769231,7
a149de90,Unknown,Mozahiduzzaman,Mozahiduzzaman,,,,6
21b97584,Bowler,Mrittunjoy Chowdhury,Mrittunjoy Chowdhury,Left-hand bat,Left-arm medium-fast,16.86046512,7
a699488a,Bowler,Mukidul Islam,Mukidul Islam,Right-hand bat,Right-arm medium-fast,15.62264151,7
e6c09bda,Unknown,Mujibul Haque,Mujibul Haque,,,,7
4a491652,Allrounder,Muktar Ali,Muktar Ali,Right-hand bat,Right-arm medium-fast,8.887755102,7
dd98b22f,Batter,Munim Shahriar,Munim Shahriar,Right-hand bat,Right-arm medium-fast,0.615384615,7
5173fb9d,Unknown,Murad Khan,Murad Khan,Left-hand bat,Slow left-arm orthodox,6,7
712bbd92,Opening batter,Murshida Khatun,Murshida Khatun,Left-hand bat,,11.32638889,7
1afcbb60,Unknown,Musfik Hasan,Musfik Hasan,Right-hand bat,Right-arm medium,19.9,7
3fc3b204,Bowler,Mushfiqur Rahman,Mushfiqur Rahman,Right-hand bat,Right-arm fast-medium,23.16666667,7
a94e08ea,Wicketkeeper batter,Mushfiqur Rahim,Mushfiqur Rahim,Right-hand bat,,24.05929648,7
0a8fce53,Bowler,Mustafizur Rahman,Mustafizur Rahman,Left-hand bat,Left-arm fast-medium,21.75515464,7
d6ac6545,Batter,Nadif Chowdhury,Nadif Chowdhury,Right-hand bat,Slow left-arm orthodox,6.452830189,7
b8d18afc,Bowler,Nabil Samad,Nabil Samad,Left-hand bat,Slow left-arm orthodox,12.29545455,7
3515389d,Unknown,Nadir Shah,Nadir Shah,Right-hand bat,Legbreak,,8
02e83ac5,Allrounder,Naeem Islam,Naeem Islam,Right-hand bat,Right-arm offbreak,14.36823105,7
185cbde3,Unknown,Naeem Islam,Naeem Islam Jr.,Right-hand bat,Slow left-arm orthodox,12.66666667,7
c5b87d8c,Opening batter,Nafees Iqbal,Nafees Iqbal,Right-hand bat,Right-arm medium,12.13333333,7
66078174,Bowler,Nahida Akter,Nahida Akter,Right-hand bat,Slow left-arm orthodox,20.11643836,7
5318ee68,Bowler,Nahid Rana,Nahid Rana,Right-hand bat,Right-arm fast,25.33333333,7
8c7b16c8,Allrounder,Nahidul Islam,Nahidul Islam,Right-hand bat,Right-arm offbreak,12.73553719,7
30a53eb2,Allrounder,Naimur Rahman,Naimur Rahman,Right-hand bat,Right-arm offbreak,,6
1670dcfd,Bowler,Nayeem Hasan,Nayeem Hasan,Right-hand bat,Right-arm offbreak,25.51923077,7
37654b75,Bowler,Nasum Ahmed,Nasum Ahmed,Left-hand bat,Slow left-arm orthodox,14.13930348,7
5e5eab39,Bowler,Nazmul Hossain,Nazmul Hossain,Right-hand bat,Right-arm medium-fast,19.2987013,7
6eea0b32,Allrounder,Nasir Hossain,Nasir Hossain,Right-hand bat,Right-arm offbreak,17.3215859,7
0637aa94,Batter,Nazmul Hossain Milon,Nazmul Hossain Milon,Right-hand bat,Right-arm medium,8.328571429,7
4aef496b,Batter,Nazimuddin,Nazimuddin,Right-hand bat,Right-arm medium,11.52542373,7
1274d7ab,Top-order batter,Nazmul Hossain Shanto,Nazmul Hossain Shanto,Left-hand bat,Right-arm offbreak,15.28445748,7
6575e3bc,Bowler,Nazmul Islam,Nazmul Islam,Left-hand bat,Slow left-arm orthodox,14.82872928,7
bd81a027,Unknown,Neeyamur Rashid,Neeyamur Rashid,Right-hand bat,Right-arm medium-fast,,6
3827f6a2,Wicketkeeper batter,Nigar Sultana,Nigar Sultana,Right-hand bat,,15.74275362,7
eca6dcb2,Bowler,Nihaduzzaman,Nihaduzzaman,Right-hand bat,Slow left-arm orthodox,12.53846154,7
71a3b8a6,Bowler,Nishita Akter Nishi,Nishita Akter Nishi,Right-hand bat,Right-arm offbreak,22.2,7
6ce57e02,Wicketkeeper batter,Nuzhat Tasnia,Nuzhat Tasnia,Right-hand bat,,7.235294118,7
d365d463,Wicketkeeper batter,Nurul Hasan,Nurul Hasan,Right-hand bat,,14.675,7
07a67c50,Unknown,Noor Hossain,Noor Hossain,Right-hand bat,Legbreak,13.81818182,7
26cd0ae9,Unknown,Obaydul Haque,Obaydul Haque,,,,6
005f0561,Unknown,Panna Ghosh,Panna Ghosh,Right-hand bat,Right-arm medium,15.78640777,7
2053da82,Unknown,P Chakraborty,P Chakraborty,Right-hand bat,Right-arm medium,22.5,7
489aaf0a,Wicketkeeper batter,Parvez Hossain Emon,Parvez Hossain Emon,Left-hand bat,,1.857142857,7
57e7ec56,Opening batter,Pinak Ghosh,Pinak Ghosh,Left-hand bat,,8,7
b960524d,Unknown,Pritom Kumar,Pritom Kumar,Right-hand bat,,10,7
0ff20bec,Bowler,Qazi Onik,Qazi Onik,Left-hand bat,Left-arm medium-fast,18.0952381,7
aaf037b1,Allrounder,Rabeya Khan,Rabeya Khan,Right-hand bat,Legbreak,17.2605042,7
acc321aa,Top-order batter,Rajin Saleh,Rajin Saleh,Right-hand bat,Right-arm offbreak,15.73684211,7
9c984682,Unknown,Rafikul Khan,Rafikul Khan,Right-hand bat,,,6
77768f72,Bowler,Rakibul Hasan,Rakibul Hasan (2),Left-hand bat,Slow left-arm orthodox,,6
49023725,Unknown,Ranjan Das,Ranjan Das,Right-hand bat,Left-arm fast-medium,,8
17efdeb8,Batter,Raqibul Hasan,Raqibul Hasan,Right-hand bat,Legbreak,14.49285714,7
267be846,Bowler,Rejaur Rahman,Rejaur Rahman,Right-hand bat,Right-arm medium,18.52631579,7
4c64cc8d,Unknown,Raqibul Hasan,Raqibul Hasan (2),Right-hand bat,,,7
5935d694,Bowler,Rishad Hossain,Rishad Hossain,Right-hand bat,Legbreak googly,17.5915493,7
492ff0c2,Bowler,R Mondol,R Mondol,Right-hand bat,Right-arm medium,12.3125,7
2353b224,Bowler,Robiul Haque,Robiul Haque,Right-hand bat,Right-arm medium-fast,10.33333333,7
d876610c,Bowler,Robiul Islam,Robiul Islam,Right-hand bat,Right-arm fast-medium,47.30555556,8
75c51539,Opening batter,Robiul Islam Robi,Robiul Islam Robi,Right-hand bat,Right-arm offbreak,6.9,7
a2230df5,Bowler,Rohanat Doullah Borson,Rohanat Doullah Borson,Right-hand bat,Right-arm medium,8.25,7
20abf9b9,Unknown,Rokeya Sultana,Rokeya Sultana,Right-hand bat,Right-arm medium,,7
318a546e,Unknown,Rubel Mia,Rubel Mia,Right-hand bat,Right-arm medium,23.5,7
a92763ea,Allrounder,Rumana Ahmed,Rumana Ahmed,Right-hand bat,Legbreak,19.07419355,7
fa41edde,Bowler,Ruyel Miah,Ruyel Miah,Left-hand bat,Left-arm medium-fast,10,7
047e80ca,Unknown,Sabbir Hossain,Sabbir Hossain,Right-hand bat,Right-arm medium,4.714285714,7
7147f314,Middle-order batter,Sabbir Rahman,Sabbir Rahman,Right-hand bat,Legbreak,14.96347032,7
48ec1360,Bowler,Sabikun Nahar Jesmin,Sabikun Nahar Jesmin,Right-hand bat,Slow left-arm orthodox,22.25,7
7fe17a67,Unknown,Saghir Hossain,Saghir Hossain,Right-hand bat,,13.25,7
bb95564b,Top-order batter,Saif Hassan,Saif Hassan,Right-hand bat,Right-arm offbreak,7.166666667,7
0443414a,Allrounder,Sajedul Islam,Sajedul Islam,Left-hand bat,Left-arm medium,18.1,7
5a85d45f,Unknown,Saju Datta,Saju Datta,Left-hand bat,Slow left-arm orthodox,35.25,8
5d095ee8,Unknown,Rubya Haider,Rubya Haider,Left-hand bat,,4.833333333,7
f56cd097,Bowler,Rubel Hossain,Rubel Hossain,Right-hand bat,Right-arm fast,20.18345324,7
03ff4a44,Batter,Salman Hossain,Salman Hossain,Right-hand bat,Right-arm fast-medium,5.25,7
a90d107b,Unknown,Salauddin Sakil,Salauddin Sakil,Left-hand bat,Left-arm medium,14.53846154,7
8bd614b2,Batter,Rony Talukdar,Rony Talukdar,Right-hand bat,Right-arm slow-medium,8.848,7
e41d80d9,Unknown,Samiur Rahman,Samiur Rahman,Right-hand bat,Right-arm fast-medium,,7
037f2b86,Allrounder,Salma Khatun,Salma Khatun,Right-hand bat,Right-arm offbreak,19.02996255,7
f021a841,Unknown,Saeed Sarkar,Saeed Sarkar,Right-hand bat,Right-arm offbreak,,6
12755a62,Top-order batter,Sanjida Islam,Sanjida Islam,Right-hand bat,,5.93902439,7
e00af84b,Unknown,Saleh Ahmed Shawon,Saleh Ahmed Shawon,Right-hand bat,Slow left-arm orthodox,,8
01dbf7cf,Bowler,Sanjit Saha,Sanjit Saha,Right-hand bat,Right-arm offbreak,13.13333333,7
a6412417,Bowler,Sanjida Akter Meghla,Sanjida Akter Meghla,Right-hand bat,Slow left-arm orthodox,21.88888889,7
f3c150bb,Bowler,Saqlain Sajib,Saqlain Sajib,Left-hand bat,Slow left-arm orthodox,11.68571429,7
227d9cd1,Unknown,SB Chowdhury,SB Chowdhury,,,,7
b478bce3,Unknown,Selim Shahid,Selim Shahid,,,,6
2cccba8f,Middle-order batter,Sanwar Hossain,Sanwar Hossain,Right-hand bat,Right-arm offbreak,12.20833333,7
246d11a2,Opening batter,Shadman Islam,Shadman Islam,Left-hand bat,Slow left-arm orthodox,22.83333333,7
bd616323,Unknown,Shafeen Shareef,Shafeen Shareef,,,,7
390c914c,Bowler,Shafiqul Islam,Shafiqul Islam,Right-hand bat,Left-arm medium,20,7
1b7664ab,Unknown,Shafiuddin Ahmed,Shafiuddin Ahmed,Right-hand bat,Right-arm fast-medium,,7
c2697434,Allrounder,Shafiul Hayet,Shafiul Hayet,Right-hand bat,Right-arm offbreak,8,7
1a8eebbe,Bowler,Shafiul Islam,Shafiul Islam,Right-hand bat,Right-arm fast-medium,18.19633508,7
69e23303,Batter,Shahadat Hossain,Shahadat Hossain Dipu,Right-hand bat,Right-arm offbreak,,8
9fa4ff04,Unknown,Shahriar Hossain,Shahriar Hossain,Right-hand bat,Right-arm offbreak,-1,7
78209d38,Unknown,Shahanaz Parvin,Shahanaz Parvin,Right-hand bat,Right-arm offbreak,2.25,7
090f9211,Bowler,Shahadat Hossain,Shahadat Hossain,Right-hand bat,Right-arm medium-fast,21.74893617,7
b9c225c2,Top-order batter,Shahriar Nafees,Shahriar Nafees,Left-hand bat,,18.32188841,7
724645f5,Wicketkeeper batter,Shamima Sultana,Shamima Sultana,Right-hand bat,,12.96946565,7
02789d88,Opening batter,Shamsur Rahman,Shamsur Rahman,Right-hand bat,,15.66666667,7
84fdd3cf,Opening batter,Sharmin Akhter,Sharmin Akhter,Right-hand bat,,11.74390244,7
6b992a6f,Unknown,Shathira Jakir,Shathira Jakir,Right-hand bat,Right-arm offbreak,-0.5,7
00eefafc,Unknown,Shohely Akhter,Shohely Akhter,Right-hand bat,Right-arm offbreak,16.1,7
607ed7c2,Bowler,Shohidul Islam,Shohidul Islam,Right-hand bat,Right-arm medium,19.59259259,7
bb34fd31,Bowler,Shoriful Islam,Shoriful Islam,Left-hand bat,Left-arm fast-medium,21.89298893,7
89895ae1,Allrounder,Shorna Akter,Shorna Akter,Right-hand bat,Legbreak,8.762376238,7
4e017436,Top-order batter,Sharmin Sultana,Sharmin Sultana,Right-hand bat,,2.615384615,7
5340a1c1,Unknown,Showkatur Rahman,Showkatur Rahman,,,,7
36d2face,Unknown,Shorifa Khatun,Shorifa Khatun,Right-hand bat,Right-arm offbreak,4.9375,7
2f6e01ec,Unknown,Showkat Hossain,Showkat Hossain,,,,7
20c716e7,Unknown,Shukhtara Rahman,Shukhtara Rahman,Right-hand bat,,18.66666667,7
bb01f9e0,Batting allrounder,Shuvagata Hom,Shuvagata Hom,Right-hand bat,Right-arm offbreak,11.07692308,7
288dd46e,Allrounder,Shykat Ali,Shykat Ali,Right-hand bat,Right-arm medium,4.853658537,7
94de63bf,Middle-order batter,S Mostary,S Mostary,Right-hand bat,Right-arm medium,7.310679612,7
f146c339,Unknown,SM Meherob,SM Meherob,Left-hand bat,Right-arm offbreak,3,7
5a4c12ab,Bowler,Sohag Gazi,Sohag Gazi,Right-hand bat,Right-arm offbreak,22.3254902,7
4d9f9686,Batting allrounder,Soumya Sarkar,Soumya Sarkar,Left-hand bat,Right-arm medium-fast,15.92816635,7
b3f7066c,Opening batter,S Rani,S Rani,Right-hand bat,,7.333333333,7
f4e52218,Unknown,SR Das,SR Das,,Right-arm medium-fast,,6
a3a078ba,Unknown,Subashis Roy,Subashis Roy,Right-hand bat,Right-arm fast-medium,16.47457627,7
8fb49ef8,Bowler,Suhrawadi Shuvo,Suhrawadi Shuvo,Left-hand bat,Slow left-arm orthodox,15.01020408,7
fb0c0bcc,Bowler,Sultana Khatun,Sultana Khatun,Right-hand bat,Right-arm offbreak,14.64179104,7
03cb8ee0,Unknown,Sultana Yesmin,Sultana Yesmin,Right-hand bat,,-1,7
469eb822,Allrounder,Sumaiya Akter,Sumaiya Akter,Right-hand bat,Right-arm offbreak,0.75,7
a84ccd7d,Bowler,Sumon Khan,Sumon Khan,Left-hand bat,Right-arm medium,3.789473684,7
0f348f58,Bowler,Sunzamul Islam,Sunzamul Islam,Left-hand bat,Slow left-arm orthodox,11.41558442,7
e6acd7aa,Bowler,Suraiya Azmin,Suraiya Azmin,Right-hand bat,Right-arm medium,19.73333333,7
aa0c89e5,Unknown,Syed Mahabubullah,Syed Mahabubullah,,,,6
b743f01b,Bowler,Syed Rasel,Syed Rasel,Left-hand bat,Left-arm medium-fast,20.08333333,7
5efbe408,Wicketkeeper batter,Tahjibul Islam,Tahjibul Islam,Left-hand bat,,4,7
561aff5c,Allrounder,Taibur Rahman,Taibur Rahman,Left-hand bat,Slow left-arm orthodox,9.5,7
9d1d34bd,Bowler,Taijul Islam,Taijul Islam,Left-hand bat,Slow left-arm orthodox,40.55737705,8
426eaf06,Top-order batter,Taj Nehar,Taj Nehar,Right-hand bat,Right-arm offbreak,0.333333333,7
0e9af639,Unknown,Talha Jubair,Talha Jubair,Right-hand bat,Right-arm medium,0.75,7
3b041a12,Opening batter,Tamim Iqbal,Tamim Iqbal,Left-hand bat,,23.41630901,7
ea2df1f1,Unknown,Tanvir Ahmed,Tanvir Ahmed,,,,6
24104e5c,Middle-order batter,Tanbir Hayder,Tanbir Hayder,Right-hand bat,Legbreak,5.787878788,7
80fe764d,Opening batter,Tanzid Hasan,Tanzid Hasan,Left-hand bat,,8.298245614,7
0b0cc297,Bowler,Tanzim Hasan Sakib,Tanzim Hasan Sakib,Right-hand bat,Right-arm fast-medium,22.09210526,7
aa467af0,Bowler,Tanvir Islam,Tanvir Islam,Left-hand bat,Slow left-arm orthodox,16.86597938,7
bb1819fa,Bowler,Tapash Baisya,Tapash Baisya,Right-hand bat,Right-arm fast-medium,18.41463415,7
f211a4c1,Unknown,Taposh Ghosh,Taposh Ghosh,Left-hand bat,Slow left-arm orthodox,5.636363636,7
2a731841,Unknown,Tareq Aziz,Tareq Aziz,Right-hand bat,Right-arm medium-fast,24,7
ef18b66e,Bowler,Taskin Ahmed,Taskin Ahmed,Left-hand bat,Right-arm fast,22.00197628,7
ced7e7a4,Unknown,Tazia Akhter,Tazia Akhter,Right-hand bat,,0.25,7
24e3c15b,Unknown,Towfiq Khan,Towfiq Khan,Right-hand bat,Legbreak googly,0,7
9e52a414,Top-order batter,Towhid Hridoy,Towhid Hridoy,Right-hand bat,Right-arm offbreak,8.8203125,7
b58af144,Top-order batter,Tushar Imran,Tushar Imran,Right-hand bat,,6.882352941,7
5791b840,Middle-order batter,Yasir Ali Chowdhury,Yasir Ali Chowdhury,Right-hand bat,Right-arm offbreak,10.76271186,7
edcd7fdd,Unknown,Zahiduzzaman,Zahiduzzaman,Left-hand bat,,26,7
0ae4cd4a,Unknown,Zaheeruddin Ibrahim,Zaheeruddin Ibrahim,,,,6
